pledged,fx_rate,backers_count,launched_at,deadline,goal
650,0.74106736,13,1412707468,1415303068,600
1290,1,33,1412365124,1414960724,1000
215,1.27946283,33,1412344890,1414936380,110
5398,1,63,1412298924,1414890924,4865
120,0.61621015,3,1412130902,1413340502,100
23109,1.27946283,154,1412096949,1414799940,20000
600,1,22,1411702686,1412729820,275
223,1,6,1411672593,1412906400,50
21065,1,298,1683021672,1687478400,300
19110.52,1.09285079,444,1683014605,1687334605,3000
38042,1,222,1683000031,1687147231,13000
33071.290000000000,0.74106736,26,1682961257,1685553257,5000
3990,1.27946283,91,1682954695,1685552400,1450
6386.29,0.74106736,25,1682925700,1685599740,6000
10703,1,67,1682906450,1685498450,10000
10206,1,73,1682901459,1685493459,10000
7574235,0.00678513,338,1682866809,1686322809,1200000
589,1.09285079,21,1682779792,1685371792,500
10495,1,121,1682720367,1685312367,6500
5598.8,0.05953775,8,1682708431,1685300431,5500
26,1,2,1421478823,1424070823,2000
61,1,6,1421432810,1425337200,750
201,1,2,1421417147,1424009147,2000
70,1.27946283,4,1421339077,1423913220,200
1,1.27946283,1,1421185594,1426365994,25000
1577,0.6613551,32,1421031221,1423623221,10000
953,1,8,1419881831,1422473831,2500
19,1.27946283,4,1419858278,1422450278,250
21,1,3,1419213664,1421781360,10000
110,1,4,1418862743,1420938000,5000
216,1.27946283,3,1418827324,1421403960,2000
12521,1,197,1418824867,1422759240,18000
5003,1,39,1445284518,1447203600,2500
1635,1,16,1444676730,1446757200,1200
21024.990000000000,1.27946283,205,1444674512,1447270112,20000
10185,1,158,1444456234,1447217940,10000
37727.270000000000,1,596,1444146462,1446926400,22000
2001,1,7,1443912929,1446487140,2000
3623,0.6613551,78,1443732991,1445547391,1600
40800,0.09771118,90,1443605284,1448792884,40000
6570,1,81,1442973204,1445565204,6000
10305,1,145,1442752508,1445565600,10000
2327,1,18,1442689838,1443899438,2300
46884,0.09771118,109,1442556377,1444900500,42000
4395.25,1,53,1483143787,1487031787,17500
15,1,1,1483131046,1488309300,7000
330,1,5,1482674310,1485266310,44000
0,1,0,1482108460,1485901560,125000
5,1,1,1481617457,1484641457,2500
80,1,3,1480986329,1483578329,2000
0,1.27946283,0,1480339131,1481635131,250
0,1,0,1480305825,1480910625,500
0,0.14655326,0,1479903063,1482495063,12500
32242,0.6613551,70,1479722549,1482314549,60000
18619,1,29,1479580443,1482548400,30000
20,1,1,1479347759,1482015600,8000
1099,1,71,1683120618,1685280618,500
2028,1,79,1683055326,1685494800,1200
28227,1,209,1683048468,1684278000,5000
11224,1,115,1683046810,1685638810,10000
3088,1.27946283,74,1683035762,1684850162,500
1871,1,30,1683033170,1685070000,1500
972,1,34,1683032593,1685624593,800
1901.29,0.74106736,24,1683031897,1684166400,1000
5048.29,0.74106736,54,1683031488,1685623488,3400
2318,1,33,1683029737,1685534400,1800
5914,1,158,1683028769,1684497600,860
1622.29,0.74106736,23,1682992855,1684720855,1400
10116.880000000000,1,65,1681963375,1687147375,10000
26415,1,187,1681863782,1684455782,10000
5039,1,104,1681859985,1683587985,1000
8191,1,134,1681833737,1684425737,8000
18040.290000000000,0.74106736,103,1681818946,1684410946,10000
3010,1.27946283,68,1681810600,1684229800,3000
4199,1,49,1681751276,1684868700,3000
8621,1.27946283,151,1681664341,1684256341,6000
10365,1,127,1681574419,1684166419,10000
12100,1,101,1681420642,1684012642,11000
18444.200000000000,1,169,1681327754,1685215754,17000
16268,1,22,1681260685,1686444685,15000
586,1,6,1663726875,1667275200,50000
102,1,4,1663565128,1668752728,100000
1,1.09285079,1,1663517538,1665245538,61000
1,1,1,1663383890,1668571490,35000
50,1.09285079,2,1663002803,1668190403,40000
28,1.09285079,5,1662647086,1665239086,9000
512,1,5,1662569038,1665161038,13746
9912,1,73,1662473959,1665065959,50000
117,1,3,1662434537,1664594537,10000
1498,1,4,1662143934,1667327934,40000
2430,1,11,1661251193,1666435193,59000
22,1,4,1661111851,1666295851,50000
5585,1,46,1411654858,1414246858,5500
313.37,1,11,1411151166,1413743166,300
1204,1,27,1411030080,1412844480,1000
1000,1,26,1410803102,1413395102,1000
150,1.27946283,11,1410715040,1415902640,150
5402,1,79,1410642355,1412456755,4800
51548,0.74106736,259,1410561730,1413153730,50000
9000,1,88,1410550943,1413608340,6500
6654.12,1,165,1410545807,1414814340,3500
511,1,18,1410540521,1413132521,450
722,1.27946283,64,1410536447,1412264447,500
330,1.27946283,15,1410461330,1410854400,300
7603,1,69,1682621016,1683225816,250
239770,1,176,1682607518,1685127600,100000
1029049.350000000000,1.27946283,5401,1682607329,1687791329,5000
604491,0.12780712,1170,1682602243,1686058243,30000
34951,1,50,1682596821,1686052821,5000
301489.320000000000,0.6613551,631,1682573084,1684331940,20000
75655,1,191,1682528358,1683928800,10000
14735,1,161,1682525300,1686326900,3000
12898,1,131,1682524311,1685116311,3000
1418,1,46,1682523687,1685115687,300
48605,1.27946283,920,1682521890,1685113890,3000
1038366,0.00678513,40,1682517900,1685541900,400000
204,1,8,1418818151,1421410151,1600
1150,1,14,1418670193,1421262193,25000
20,0.74106736,1,1418444560,1420863760,914
5,1,1,1418379324,1420971324,3000
620,1,12,1418234646,1420860180,5500
6,1,2,1418161339,1423345339,750
440,0.61621015,10,1418158683,1420750683,2500
0,1,0,1418059542,1422740700,500
211,1,8,1418002634,1423186634,1000
118,1,9,1417651630,1420413960,8000
214,1,8,1417533953,1422717953,2000
38,1,4,1417489143,1420081143,1000
6252,1,126,1442415573,1445007573,5500
2710,0.14655326,19,1442244193,1443453793,2200
2030,1,40,1442072676,1443420000,2000
2084,1.27946283,82,1441981669,1444573669,1500
4150,0.74106736,66,1441941863,1444533863,4000
43010,0.09512073,52,1441912387,1446418740,40000
28143,1,372,1440418346,1443056400,20000
1680,1,35,1440095046,1442687046,1500
4126.07,1,123,1439848633,1442440633,3750
2504,1,67,1439629621,1440839221,2000
445,1.27946283,20,1439281889,1441873889,250
51863.200000000000,1,1164,1439236516,1441828516,25000
512,1,12,1479233039,1481825039,30000
550,1,4,1479232038,1481824038,15000
0,1,0,1479065306,1481225306,10000
100,1.27946283,1,1478504948,1481096948,500
0,1,0,1478485691,1481077691,10000
320,1.27946283,21,1478299760,1480895360,1000
183422.110000000000,0.09771118,41,1478253684,1480849284,3850000
1811,1,8,1477955569,1483143169,15000
30,1,1,1477901781,1480497381,3000
0,1,0,1477687030,1482874630,55000
522,1.13944012,6,1477636710,1480351500,25000
0,0.74106736,0,1477547619,1480143219,20000
531,1,15,1682976398,1684093500,200
3006,1,77,1682959642,1685551642,500
3240,1,81,1682957189,1685549189,2500
1763,1,38,1682952443,1684738740,1500
20499,1,123,1682949943,1685541943,6500
13625,1,208,1682948191,1685280991,500
3470,1,135,1682947094,1685574000,1000
4269,1,81,1682946015,1685595540,3000
12794,1,389,1682939252,1684753652,500
1019,1,16,1682938885,1684666885,500
1837,1.27946283,53,1682930966,1685522966,500
4910,1.27946283,170,1682927864,1683748800,3000
11388,1,82,1681218478,1683810478,10000
500,1,8,1681197931,1682114340,500
8888,1,48,1680997935,1683943680,8888
8280,1,68,1680968354,1683560354,8000
5954,1,74,1680638132,1683230132,2000
16001,1,51,1680613286,1682600486,16000
18494,1,121,1680612265,1682438400,10000
21120,1,193,1680599852,1683191852,15000
9500,1,88,1680493785,1682394585,8000
48376,1,291,1680487258,1683079258,45000
2501,1,9,1680471245,1684771200,2500
3722,1.27946283,64,1680355898,1682884800,2500
56,1,4,1661061113,1664571600,3000
101,1,2,1660925631,1662131340,311670
1,1,1,1660743817,1664631817,50000
3126,1.27946283,6,1660652966,1664108966,25000
2,1,2,1660323704,1661774400,2000
572,1.09285079,13,1659520079,1661799600,7300
281,1,11,1658834266,1661187600,5000
1,1,1,1658165845,1663349845,15000
322,1.09285079,6,1657865091,1660341540,56000
1,1.09285079,1,1657789823,1660381823,15900
151,1,2,1657219485,1659811485,71542
2,0.75068143,1,1657162978,1659754978,5000
8497.99,1,168,1410326702,1414214702,5000
6497,1.27946283,191,1410010309,1415197909,6000
14160.050000000000,1,155,1409980258,1412572258,13757
27365.5,1,135,1409956498,1412548498,27200
211,1.27946283,16,1409821373,1412442000,200
895,1,22,1409698826,1410375480,500
2090.69,1,63,1409697777,1412376177,600
1510,1,33,1409693278,1411507678,1500
795,1,8,1409672545,1413560545,750
32354,1,318,1409594263,1412985600,20000
11200.110000000000,1,210,1409168066,1411760066,10000
1026,1,18,1409094396,1411686396,1000
14959,1,101,1682470222,1683766222,11500
148952,1,547,1682462428,1685918428,109200
58574,0.12780712,322,1682438673,1687449873,10000
8716,1,66,1682435015,1685027015,7500
20762,1.27946283,159,1682434758,1685026758,3366
87758,1,791,1682431930,1685023930,10000
28559,1,143,1682431361,1685109761,5000
39488,0.75068143,154,1682431214,1685023214,7000
43278,1,473,1682431193,1684385940,10000
137060,0.12780712,51,1682430647,1685170740,78499
281813,1.09285079,1264,1682429472,1685453472,9000
456355,1,1046,1682429457,1685021457,10000
467,1,13,1417455813,1419183813,10000
15,0.6613551,1,1417053748,1419645748,5000
131,1.09285079,4,1416932133,1422100800,850
11,1,2,1416311351,1420199351,5000
0,1.09285079,0,1415711095,1417778880,1000
25,1,2,1415644395,1420768800,5000
497,1,17,1415341464,1416499440,3000
0,1,0,1415328259,1420512259,2888
0,0.74106736,0,1415228325,1416524325,300
185,1,4,1415208435,1417800435,45000
0,1,0,1414591364,1418914964,5000
75,1.27946283,4,1414538031,1415534400,1500
3801,1,48,1439211281,1442379540,3800
38750,0.09771118,121,1438925078,1441517078,30000
38497,1,412,1438617636,1441209636,25000
4840,1,108,1438092202,1440252202,3500
6300,1,34,1437977796,1440569796,6300
1123,1,16,1437583221,1439052021,1000
670,1,14,1436195133,1438787133,600
7591,1,70,1435603666,1437936466,6000
11513,1,107,1435101066,1437693066,10000
18673,1,134,1434978988,1437534000,18000
10240,1,64,1434687170,1437279170,10000
52600,0.09771118,110,1434300997,1435874400,50000
2812,1,33,1477407618,1480089618,9000
1,1,1,1477342972,1479672000,5000
0,1.27946283,0,1477252711,1479848311,300
561,1,5,1476950674,1482138274,40000
3,1.09285079,3,1476894941,1480038720,5000
10,1,1,1476812757,1479403080,50000
1,1,1,1476808325,1477240325,50000
57192,0.09771118,156,1476776250,1481918760,1000000
200207.490000000000,1.27946283,3867,1476715953,1479682800,320000
1,1,1,1476677881,1479273481,1300
23371,1,247,1476199117,1478239860,30000
1025,1,12,1476138838,1478487600,9000
3713,1,30,1682770922,1685386800,600
1036,1,19,1682751525,1685343525,1000
573,1.27946283,43,1682701126,1684612800,300
413462,1,2776,1682699280,1684544400,10000
825,1,17,1682684022,1685276022,800
167943,1,1071,1682654443,1685591940,16000
1805,1,39,1682608616,1683943200,250
3007,1,106,1682607659,1685026859,2500
653,1,25,1682607360,1683835200,600
1707,1.27946283,105,1682585690,1685177690,500
697,1.27946283,47,1682578665,1685170665,500
1634,1,74,1682571805,1685163805,500
841,1,15,1680278406,1682913540,800
1758,1.27946283,18,1680252244,1682844244,1756
21061,1.09285079,148,1680166623,1685350623,20000
20501,1,71,1680012003,1682665140,5000
1161,1.27946283,13,1680010289,1682602289,1000
13881,1,123,1679975421,1682567421,12000
771,1,20,1679941239,1682805600,400
30939.700000000000,1,255,1679865773,1682457773,30000
36135,1,270,1679610623,1682202623,23000
17228,1,149,1679498715,1683910740,15000
77627,1,465,1679487782,1682079782,75000
52211,1,654,1679370399,1681962399,15000
12.32,0.6613551,3,1656973053,1662157053,500000
32,1.27946283,3,1656955374,1662139374,7000
2,1,2,1656655485,1661839485,450000
52,1.09285079,4,1656655392,1661839392,20000
1,1.27946283,1,1656399789,1657782189,1000
101,1,2,1656249255,1658668455,40000
1,1.27946283,1,1656002271,1661186271,75000
1,1.09285079,1,1655996207,1658588207,25000
2,1.09285079,2,1655917871,1661101871,20000
3,1,3,1655352651,1659509940,3072
100,1,4,1655057752,1659337140,24700
2,1,2,1655032379,1660209900,100000
10135,1,62,1409014269,1412820000,10000
103,1,2,1408996535,1411588535,100
1505.69,1,60,1408983813,1411575813,1000
6305,0.61621015,40,1408959312,1414123200,5000
6019.69,1,103,1408946463,1409633940,5000
4245,1.27946283,64,1408467499,1410022699,3000
102,1,8,1408318711,1410829140,100
1145,1,20,1408027617,1410619617,600
2981.58,1,90,1407957831,1410549831,1380
920,0.74106736,24,1407902042,1408935600,750
861,1,45,1407701962,1409081640,400
41,1,10,1407343808,1408723200,22
71753,1,702,1682424737,1685509200,20000
56008,0.12780712,59,1682424007,1686312007,30000
505102,1.09285079,3541,1682424007,1685016007,20000
21862,1,20,1682423733,1685879733,5000
1002413,0.00678513,134,1682420479,1686322740,200000
34272,1,307,1682409845,1686729845,5000
44293,1,62,1682402407,1686290407,10000
30577,1,1019,1682399031,1684991031,2000
7879,1,131,1682367638,1684959638,3000
47441,1,627,1682358389,1685382389,7600
4463,1,95,1682342532,1684934532,4000
1741,1.09285079,27,1682334519,1683544119,500
50,1,2,1414505137,1416877200,5500
2993,1,36,1414438177,1417033777,8000
20,1,1,1413527001,1416944760,180000
110,1.27946283,2,1413477228,1416081600,500
0,1,0,1413341990,1414205990,270
0,1.27946283,0,1413291655,1414346400,3000
0,1,0,1412945440,1413608340,30000
1742,1,38,1412879366,1414348166,7200
95,1.27946283,10,1412809644,1415404800,1500
0,1,0,1412432436,1417620036,5500
5,0.6613551,1,1412328979,1412656200,5000
100,1,1,1412258977,1415828820,2000
1545,1.09285079,49,1434291924,1436655600,1000
5124,1,64,1434032316,1436624316,5000
3892,1,399,1433859882,1436451882,1000
25033.5,1,414,1433708444,1436300444,20000
8300,1,84,1433249791,1437137791,8000
6820,0.09771118,14,1433058091,1438203600,5000
1155,1,29,1433016185,1434862740,1000
775,1,16,1432747960,1435339960,750
2101,1,34,1432745939,1434841200,2000
26001,1,109,1432680515,1435358915,25000
1109,1,31,1432098869,1436374800,1100
5500,1,63,1431951212,1434607140,5000
3,1,2,1475867309,1478462909,248
12150,1,218,1475764071,1478197800,24000
2459,1,42,1475763961,1478934000,50000
1,1,1,1475534380,1478126380,420
2,1,2,1475530211,1478122211,285
256,1,6,1475290589,1480478189,7000
1470,1,30,1475161912,1477753912,4000
1,0.74106736,1,1475109982,1477701982,2000
90,1.27946283,4,1474910890,1476961200,5000
6,1,2,1474872848,1477464720,400
3230,1.27946283,68,1474628749,1477220749,5000
45,1,2,1474424338,1477016338,120
36926,1,243,1679349788,1682028188,26400
1201,1.09285079,14,1679074066,1684258066,1200
876583.710000000000,0.09771118,763,1679065888,1681225888,295000
8884,1.27946283,73,1678848966,1684032966,7500
38906,1,121,1678806976,1680621376,20000
17567,1,115,1678749503,1681341503,17500
14356,1,84,1678682663,1681274663,12000
26050,1,242,1678464643,1681970340,20000
6766,1,46,1678410044,1680998444,5000
688,1,32,1678393325,1683573725,600
21620,1.09285079,256,1678392679,1683573079,20000
10168,1.09285079,164,1678351785,1679698740,6000
130384,1,1229,1682522455,1684336855,8000
675,1.27946283,6,1682504065,1685096065,150
1310,1,17,1682441552,1683706260,500
419,1,27,1682436167,1685068200,300
418,1,23,1682432467,1684904340,100
280,1,12,1682430170,1684958340,250
22015.710000000000,0.09771118,49,1682427614,1685019614,10000
1306,1,35,1682427352,1685019352,1250
3570,1,65,1682425856,1686459540,3500
2469,1,97,1682421872,1683738000,500
2531,1,107,1682391598,1683594000,1440
830,1.27946283,64,1682362798,1683586740,100
218,1.09285079,7,1654885853,1657477853,1000
2051,1,6,1654756586,1659940586,100000
1,1,1,1654735868,1657327868,100003
1,1,1,1654610445,1657202445,50120
100,1,2,1653420242,1658604242,11000
232,1,11,1652798072,1655390072,1024
18.8,0.05953775,1,1652767327,1656655327,179000
16,1.27946283,2,1652376824,1654968824,100
268.8,0.05953775,2,1652136265,1657320265,1500000
571,1,11,1652079450,1654671450,50000
79,0.25481732,4,1651664432,1652528432,5000000
11,1,2,1651261678,1654285678,99000
1000,1,5,1407199599,1408927599,1000
10032,0.6613551,72,1407188863,1409780863,10000
405,1,12,1407184751,1408999151,70
170,0.74106736,8,1407183698,1409775698,170
1500,0.74106736,10,1407174012,1409765964,1500
500,1,12,1407172266,1409764266,500
4417,1,74,1407167225,1409944800,4000
3555.25,1,73,1407086481,1409678481,3000
3609,1,80,1406752665,1409344665,3500
3167.74,1,69,1406740660,1408900660,3000
820,1.27946283,14,1406736643,1408464643,600
2382,1.27946283,36,1406710414,1408705200,2000
5442.29,0.74106736,78,1682270915,1685726915,4500
20295,1.27946283,53,1682096401,1684083601,7000
3431,1.27946283,14,1682096396,1683486000,2500
4318204,0.00678513,410,1682085712,1685109712,600000
29641,1,210,1682081318,1684673318,12527
174395,0.12780712,428,1682062772,1687246772,47099
2591,1,9,1682050670,1683346670,2000
1538,1,14,1682048158,1683344158,1500
18936,1.27946283,62,1682013605,1684432805,11000
127727,1,1066,1682007018,1685808618,5000
28975,1,248,1682006392,1685030392,5000
43350,1,1420,1682002802,1684594802,5000
0,1,0,1412258010,1414850010,6500
7426,1,124,1412204419,1415664019,40000
20,1.27946283,1,1412017874,1413832274,400
153,1,4,1411587606,1414354080,1000
0,1,0,1411499149,1413921060,700
1,1,1,1411485391,1414077391,1500
460,1,12,1411400210,1413992210,5600
3685,1,25,1411333887,1413925887,10000
1,1,1,1410148457,1412740457,500
730,1,8,1410141900,1413953940,2000
189,1,8,1409721542,1412405940,7000
40,1,2,1409708206,1412300206,20000
33275.150000000000,1,395,1431906620,1434765780,20000
2145,1.27946283,96,1431686510,1434278510,2000
6005,1,86,1431311345,1433903345,5000
10621,1,94,1431174662,1433766662,10000
9999,1,110,1431116544,1434955500,9999
30600,1,192,1431109747,1433701747,30000
8550,1,111,1430947411,1432761811,8000
1125,1,20,1430578917,1433170917,600
22766,1,239,1430321611,1432136011,15000
7458,1,22,1430158379,1432750379,7450
18690,1,247,1430077978,1432669978,18000
1136,1,32,1429738901,1430602901,250
21,0.74106736,2,1474397466,1477853466,900
1336,1.27946283,22,1474228244,1477047300,2500
2569,1,29,1474048175,1475028000,11711
3905,1,18,1474038785,1476579600,35000
1190,1,7,1473738307,1475525400,10000
51,1,3,1473704475,1476103320,2000
15,1,1,1473698203,1476513900,6500
986,1,10,1473519983,1476975983,3000
4620,1,17,1473217353,1476327753,19000
1,1,1,1473211225,1474939225,18000
0,1,0,1473172647,1478356647,5000
1,1,1,1473091661,1475683661,2000000
8056,0.6613551,54,1678316766,1682201166,5000
3341,1.09285079,32,1678265053,1680421453,3324
13697,1,82,1678047704,1680204104,13000
11638,1.09285079,294,1678003034,1680591434,10000
17064,1.27946283,369,1677850346,1680438746,15000
72480,1.27946283,880,1677783614,1681668014,65000
3221,1,33,1677713443,1680524580,2500
7880,1,65,1677695881,1680284281,7500
18004,1,191,1677692654,1680281054,12500
4070,1,45,1677638254,1680321540,3500
28441,1,140,1677635363,1680321540,25000
21177,1,146,1677606465,1680194865,20000
702,1,20,1682181486,1683995886,500
45673.710000000000,0.09771118,69,1682107309,1684699309,40000
6833,1,26,1682100125,1684692060,2500
9122,1,272,1682002362,1683730362,2500
17087,1,362,1681999105,1684591105,3500
3452,1,41,1681984951,1686909751,2000
1667.29,0.74106736,28,1681916642,1683731042,600
6979,1,80,1681871421,1683856800,5000
9157.290000000000,0.74106736,57,1681838600,1683825800,750
1842,1,64,1681834668,1683649068,500
7580,1,122,1681830005,1684287060,500
2813.23,1,98,1681817607,1683632007,500
1,1,1,1650671294,1653063745,12000
1,1,1,1650379275,1652971275,1000
111,1,5,1650282275,1652874275,1000
167,0.25481732,4,1650114446,1655298446,20000
51,1.09285079,6,1649434504,1654618504,261500
9,1,5,1649324312,1651916312,10000
4192.32,0.6613551,9,1649074992,1651666992,14300
268,1.09285079,4,1648405571,1653589571,50000
351.42,0.61621015,5,1648243460,1652131460,2000
1,1.09285079,1,1648235918,1652987918,66900
2,1.09285079,2,1648130434,1652198400,1200000
1,1,1,1648055334,1653239334,19600
11,1.27946283,4,1406666371,1409258371,10
14812.140000000000,1,79,1406638845,1410138240,9004
4250,1,126,1406250314,1408953600,3000
10374,1,166,1406215429,1408807429,10000
720,1,15,1405985802,1408258740,400
61,1,26,1405976334,1407272334,25
626,1,13,1405974317,1408566317,500
4147,0.61621015,95,1405802539,1406838840,3600
1030.11,0.74106736,31,1405371021,1409172621,500
2340,1,39,1405367665,1406260740,2300
600,1,11,1405363574,1407177974,400
50891.530000000000,1.27946283,1701,1405340257,1408105057,47000
58345,1,1034,1681991396,1684583396,5000
31087,1,149,1681990200,1684582200,30000
1716,1,28,1681957108,1683685108,1500
130126,1,956,1681919749,1684382340,60000
25598,1,154,1681918079,1684510079,1000
15211,1.09285079,77,1681916410,1684508410,15000
37278,1.27946283,1023,1681912540,1684536900,2200
5192,1,66,1681827591,1684419591,1000
143862,1.27946283,1228,1681826435,1684418435,6461
349519,1,11511,1681826409,1684418409,5000
72199,1,870,1681826141,1684504541,15000
1834,1,29,1681823398,1684415398,1250
41,1,4,1409608801,1411596001,2000
2507,1.27946283,56,1409588840,1414772840,8000
292,1,12,1409338556,1411930556,1200
23,1,4,1409187761,1411779761,1250
125,1,2,1409176358,1414360358,15000
40,1,2,1408648985,1413832985,3000
70,1.27946283,7,1408395400,1410987400,500
301,1,4,1408389010,1413573010,2500
500,1,17,1408381704,1409000400,5500
0,1,0,1408250166,1410842166,5000
0,1,0,1408203557,1408863600,1000
250,0.74106736,7,1408116152,1410836400,10000
15602,1,296,1429724369,1432429200,13500
37794,1,686,1429639097,1432231097,20000
3058,1,38,1429381760,1431973760,3000
501,1.27946283,12,1429363926,1431955926,500
10223,1,87,1429215576,1430546400,8500
1335,1,40,1428362449,1430954449,800
331,1,15,1428320277,1430912277,250
2100,1,35,1428072823,1429887223,1500
995,1.27946283,28,1428000914,1430592914,900
12227,1,155,1427905679,1430497679,12087
780,1,16,1427741678,1428897600,400
3951,0.74106736,39,1427571463,1430163463,3850
0,1,0,1472920534,1475512534,6000
0,0.6613551,0,1472613263,1475205263,25000
0,1,0,1472500953,1475092953,5000
100,1,1,1472437771,1475103660,50000
10,1,1,1471701703,1474293703,25000
1500,1.27946283,1,1471647916,1474239916,200000
0,1.27946283,0,1471558088,1474150088,150
840,1,9,1471471041,1474063041,1000
21,1,2,1471458235,1474050235,3000
0,1,0,1471075502,1474516800,19571
1359,1,13,1471061624,1474949624,11000
1287,1,10,1470875336,1476059336,17000
1128,1.27946283,22,1681757980,1686941980,700
2664,0.74106736,27,1681736568,1683637368,675
11126,1,245,1681712393,1683709140,10000
118,1,3,1681527105,1686620340,100
10964,1,165,1681412282,1682734440,2000
25312,1,102,1681359896,1684133940,10100
406,1,26,1681222726,1683814726,200
247430,1,1909,1681218004,1683745200,40000
2219,1,54,1681146638,1683738638,2000
1087,1,20,1681141407,1682810040,500
2086,1,22,1680883294,1686067294,2000
2865.17,0.14655326,15,1680872651,1683669540,2500
3982,1,86,1677602282,1680190682,3500
2516,1,74,1677593743,1680412260,2500
51215,1,223,1677593711,1680182111,50000
24949,1.09285079,252,1677500028,1680088428,20000
47326,1,271,1677283686,1679112000,44000
3372.42,0.61621015,47,1677116961,1679705361,2000
500,1,11,1677108464,1678404464,500
21517.32,0.6613551,123,1677059941,1680264000,15000
18707,1,147,1676997390,1679326590,2500
2156,1,21,1676824245,1678033845,1000
32671,1,157,1676406514,1678822114,28000
14310,1,87,1676210288,1678798688,12500
273,1,3,1647695671,1652188471,40000
101,1.27946283,2,1647502773,1652686773,63638
279.29,0.74106736,5,1647198038,1649037600,12750
18.8,0.05953775,1,1646863970,1649452370,440733
2896,1,13,1646782826,1651963226,50000
1.32,0.6613551,1,1646553420,1648191420,42000
1.32,0.6613551,1,1646436730,1649025130,369000
236,1,4,1645103370,1650257940,6202
218.8,0.05953775,2,1644975468,1647563868,5000000
181,1,2,1644933624,1650114024,13500
1051,1,3,1644805881,1647397881,30000
98,1,2,1644303361,1646895361,3500
2550,1,30,1405275568,1407867568,2300
332.37,1,5,1405121349,1407713349,250
1127,1,31,1405110831,1407702831,1000
11,1,3,1405106402,1407698402,1
891,1,17,1405007724,1406340000,750
19435,1,239,1404948177,1407221940,8000
4351,1,40,1404943477,1406239477,4325
510,1,7,1404925024,1407517024,500
886,1,44,1404890269,1407128340,400
145,1,8,1404762379,1404878340,100
3501,1,65,1404747016,1407339016,2800
2001,0.74106736,48,1404179416,1406865540,2000
449,1.27946283,23,1427553351,1430145351,385
10100,1,156,1427489994,1430081994,8000
8836,1,69,1427384204,1430427600,8500
8006,1,91,1427198592,1428976800,8000
3146,1,34,1426737902,1431921902,3000
1015,1,21,1426452348,1427760000,1000
1045,1,25,1425875216,1427226060,1000
2783,1,37,1425776743,1428365143,1000
10700,1,184,1425707749,1428296149,7500
3320,1,39,1425412222,1428000622,1000
2786,1,31,1425357128,1426649528,2500
1791,1,61,1424768528,1427439540,1000
1126,1,13,1408050316,1413234316,3000
10,1.27946283,1,1407847161,1410439161,3500
135,1,4,1407832642,1410424642,60000
100,1,4,1407388144,1409980144,5000
311,1,13,1407370211,1409962211,8000
105,1,2,1407254874,1409846874,10000
75,1.27946283,3,1406825360,1410281360,1930
1142,1,14,1406752985,1409344985,3000
26,1,2,1406578178,1409602178,100000
5,1,1,1406572381,1409070480,2000
125,1,2,1406140561,1407868561,10000
120,1.27946283,3,1406131023,1407168000,60000
37806.32,0.6613551,331,1681823015,1684415015,8000
26978,1,320,1681822829,1683118829,7500
13750,1,81,1681819393,1684854000,8000
255030.710000000000,0.12780712,90,1681818586,1685188186,248000
1065859,0.00678513,159,1681815546,1685717940,100000
45345,1.27946283,1152,1681743747,1684335747,6000
50065,0.6613551,70,1681732777,1684324777,50000
1621609,0.00678513,34,1681544366,1685404260,300000
2042,1,38,1681455603,1684699200,400
520,1.27946283,10,1681419460,1685307460,300
1729211,1,14245,1681397776,1686581776,20000
5426,1,88,1681390806,1684069206,4500
64,1.09285079,5,1470752715,1471903140,3000
129,1,1,1470736749,1473328749,500
5,1,1,1470367741,1472959741,2000
0,1,0,1470114666,1472706666,25000
1,0.6613551,1,1469702180,1472294180,700000
4917.57,1,420,1469627752,1471460400,20000
387.69,1,11,1469471566,1472063566,3000
0,1,0,1469469482,1472061482,50000
110,1,2,1469401069,1474585069,20000
218,1.27946283,8,1468904248,1472360248,15000
26,1.09285079,2,1468415641,1471007641,1500
100,1,1,1468376246,1472696246,10000
9276,1,41,1680783331,1683375331,9000
762,1,23,1680718082,1682186882,500
466,1,15,1680710420,1682654400,300
759,1,32,1680704666,1682173466,500
3784.12,1.09285079,28,1680704554,1683296554,2800
1107,1,45,1680693304,1683285304,1000
1132,1,21,1680649603,1683010740,500
2045,1,77,1680621692,1682132700,500
1621,1,43,1680618104,1682086904,1000
7235,1,72,1680615159,1685799159,3000
6918,1,210,1680613204,1683205204,1000
21329,1,446,1680609443,1682423843,500
21327,1.09285079,89,1676137380,1678725780,20000
20835,1.27946283,153,1676052034,1680462000,12000
11436,1,90,1676043474,1678631874,10000
3121,1,49,1676002024,1678594024,2500
7861,1,60,1675781053,1677077053,7500
20468,1.27946283,131,1675772659,1678364659,20000
887,1,16,1675623330,1676228130,200
20965,1.27946283,55,1675584223,1678176223,20000
847.29,0.74106736,11,1675562741,1679679720,500
30599,1,174,1675539653,1677560400,30000
1395,1,29,1675283149,1677875149,1000
5247,1,20,1675237049,1677668820,5000
108.71,0.09771118,2,1644221112,1646647200,25000
1,1.09285079,1,1644091181,1646683181,10000
11073.01,1.27946283,155,1643917370,1647369770,50000
62.38,1,4,1643852292,1647736692,22513
1698,1,12,1643728233,1646320233,160000
1667.29,0.74106736,19,1643625790,1646217790,25060
500,0.12780712,3,1643603879,1646034300,8000
3,1.09285079,2,1643412724,1648593124,50000
1,1.09285079,1,1642528321,1647708721,12500
